3377,5b034b4a-bebc-44fe-8369-554004c5774d,https://www.biodiversitylibrary.org/page/11132132,Geoporophilus,\N,angustus,\N,\N,\N,"Silvestri, 1919",5b034b4a-bebc-44fe-8369-554004c5774d,\N,2006-02-27,1,42,7,2891,\N,610540a6-12ec-4611-a743-040085db81eb,1,\N,\N,0,0,0,1919
3930,d8225efe-6c35-406f-b9de-6201dfa1b395,,Mecistocephalus,\N,pauroporus,\N,\N,\N,"Takakuwa, 1936",d8225efe-6c35-406f-b9de-6201dfa1b395,\N,2006-02-27,1,42,7,2892,\N,9555012f-a0b7-48cc-acf7-a48504ae2eb2,1,\N,\N,0,0,0,1936
3924,4860a6c5-d4ef-43c7-aadc-ca3fc5495791,https://www.biodiversitylibrary.org/page/57231178,Mecistocephalus,\N,conspicuus,\N,\N,\N,"Attems, 1938",4860a6c5-d4ef-43c7-aadc-ca3fc5495791,The species has been recorded with doubt from Java,2006-02-27,1,42,7,2892,\N,9555012f-a0b7-48cc-acf7-a48504ae2eb2,1,\N,\N,0,0,0,1938
4297,d66eae6c-b69b-4692-85c6-782d0cb942b5,,Aphilodon,\N,pauciporus,\N,\N,\N,"Lawrence, 1963",d66eae6c-b69b-4692-85c6-782d0cb942b5,\N,2006-02-27,1,42,7,2896,\N,16079211-06dc-4616-8709-73f857a2c126,1,\N,\N,0,0,0,1963
8146,532cab6d-09b2-44a9-a8e7-f0c1e870c2af,,Lithobius,Lithobius,piceiavus,\N,\N,\N,"Verhoeff, 1901",48381946-6bad-4d32-91be-b8747cf43313,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1901
1489,ca03e066-aba4-409d-b767-406a3651eba8,,Geranium,\N,eriostemon,\N,yezoense,f.,H. Hara,132b7fe1-fdfb-4d8c-bce5-fc6301c0bb55,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1948
2289,2df08118-5396-4329-9dba-d0cb797c43f3,,Geranium,\N,haussknechtii,\N,\N,\N,Soó,83c3a972-07ca-475e-9162-e46b30d3478e,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1980
2566,b579a8b0-031e-4ed9-8e82-d26b16438975,https://www.biodiversitylibrary.org/page/32865714,Geranium,\N,laetum,\N,\N,\N,Ledeb.,e907c7cc-368b-4123-a0cc-ff9bbd48d775,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1830
9528,95ebcee1-a406-4951-aaa3-9c9170c2007f,,Pseudographis,\N,pumilia,\N,\N,\N,"Velen., 1934",4c03ca35-9408-46c2-b3fe-31b611d3bd63,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1934
1049,4479c378-a61a-42ea-8f18-3dea6debead6,https://www.biodiversitylibrary.org/page/33492382,Geranium,\N,multiflorum,\N,\N,\N,A. Gray,4479c378-a61a-42ea-8f18-3dea6debead6,\N,2017-09,1,48,9,1005,\N,5ee133d2-a192-47e5-af65-a753667b9f68,1,\N,\N,0,0,0,1854
8400,899b37be-81b6-402a-8d88-aec4adf6b690,,Lithobius,Lithobius,kosswigi,\N,\N,\N,"Chamberlin R., 1952",942a69f0-2340-4400-8340-134adb17fa06,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1952
