record_id,author,year,title,source,database_id,reference_code
201,Halfd.-Niels.,1996,\N,"In: Nordic J. Bot. 16(3): 273, 274 fig. 5",48,7a94d721-5ce1-4473-965f-cc9ac5ba254e
202,Siebold & Zucc. ex Lindl. & Paxton,1851,\N,In: Paxt. Fl. Gard. 1(12): 186 fig. 115,48,d42518af-bc16-4252-91ff-94b6e38d51e4
203,Edgew. & Hook. f. in Hook. f.,1874,\N,In: Fl. Brit. India 1: 431,48,35060c2c-804c-4082-b0ed-9ea739f7eed3
204,Ledeb. in Nordm.,1837,\N,In: Bull. Sci. Acad. Imp. Sci. Saint-Pétersbourg 2(20): 314,48,f222ba9d-1474-402f-815c-15dce4bc13ea
205,Nakai,1911,\N,In: Bot. Mag. (Tokyo) 25: 53,48,26951058-627f-4178-9e45-ff2741f76d38
206,R. Knuth,1930,\N,In: Repert. Spec. Nov. Regni Veg. 28: 10,48,c7d87443-e67d-4322-86be-8082ffadf861
207,Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 14,48,acffeed8-83d5-40a5-a9c3-343a9b6fcd43
208,Jacquem. ex Cambess. in Jacquem.,1841,\N,"In: Voy. Inde 4: 33, tab. 37",48,20c47d8f-c8d1-4564-a460-bbfcae5a362e
209,A. St.-Hil.,1825,\N,In: Fl. Bras. Merid. 1: 83,48,aa51edd4-b002-402d-8fa8-22b56e4053f0
210,Boiss.,1849,\N,In: Diagn. Pl. Orient. ser. 1 8: 117,48,916aeda6-2b09-480b-abda-5839a0cc9d4c
211,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 74,48,60d859bb-b051-40d4-ba8b-2f2ff5cf3f2d
212,S. Watson,1886,\N,In: Proc. Amer. Acad. Arts 21: 421,48,88b2aa67-e0c1-4371-93b4-ef3b0aea987f
213,Eckl. & Zeyh.,1834,\N,In: Enum. Pl. Afr. Austral. 1: 59,48,acae92e0-033e-4846-aaf0-3b1103596c2d
214,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 190, 173 fig. 1 H",48,3d2ce460-7878-45d0-9518-f8e9a9f3897e
215,Boiss. & Reut.,1852,\N,In: Pugill. Pl. Afr. Bot. Hispan. 27,48,07a7814e-73d7-490b-81e3-d20ad581c1d7
216,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 213, 174 fig. 2 I",48,dc9d4dac-6781-4356-bddb-0b22a4982714
217,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 201, 174 fig. 2 D",48,7acf544e-5aef-4a6d-97b1-0b576b4d81af
218,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 204, 174 fig. 2 H",48,a903e8ce-41e9-498a-b9a4-2ff4ed8517de
219,Aedo,1999,\N,In: Anales Jard. Bot. Madrid 57: 162,48,153e411e-c6fb-4a7a-a0be-49abe5199022
220,Craib,1926,\N,In: Bull. Misc. Inform. 1926(4): 158,48,1fd06536-9dca-44a8-8c02-9938bb8f970a
221,Yeo,1973,\N,In: Bot. Mag. 179(3) tab. 644,48,9c913152-8361-4563-80ba-5b60260fff05
222,Yeo,1969,\N,"In: Bol. Mus. Munic. Funchal 23: 26, plate 2",48,e5a076a2-1aa6-4878-948a-4da028c9da64
223,(Hausskn. ex R. Knuth) Aedo,1994,\N,In: Anales Jard. Bot. Madrid 52(1): 105,48,a72d3876-d7b7-4960-878d-f2430957b08e
224,R. Knuth,1933,\N,In: Repert. Spec. Nov. Regni Veg. 34: 146,48,b03cdfed-276f-42e0-8b09-fa7df5990211
225,Carolin,1965,\N,"In: Proc. Linn. Soc. New South Wales ser. 2 89: 343, pl. 6 fig. 12, pl. 7 fig. 8",48,a107c94b-f457-4d91-9c79-7a2ebbbec11c
226,Carolin,1965,\N,"In: Proc. Linn. Soc. New South Wales ser. 2 89: 344, pl. 6 fig. 11, pl. 7 fig. 7",48,ce1687f5-51ff-4eb9-a0c3-fefcf5254350
227,De Wild.,1922,\N,In: Pl. Bequaert. 1: 476,48,a28b3895-530d-4b1c-8b84-7c32a0bcde90
228,Carolin,1965,\N,"In: Proc. Linn. Soc. New South Wales ser. 2 89: 357, pl. 6 fig. 14, pl. 7 fig. 10",48,00b608db-ca98-4c0d-bd23-031666802e56
229,(Woronow) Aedo,1994,\N,In: Anales Jard. Bot. Madrid 52(1): 105,48,c9f088d4-31e4-477f-a987-d095ac8d198f
230,I.M. Johnst.,1928,\N,In: Contr. Gray Herb. 81: 92,48,cc7ac109-ed6e-4812-af7e-ead9794c29e8
231,J. Mayer,1786,\N,In: Abh. Böhm. Ges. Wiss. 1786: 238,48,c0019a57-5907-49d7-9e02-c69a94a4ce9a
232,Sweet,1827,\N,"In: Geraniaceae 4, tab. 338",48,160726cc-7bef-4e3d-8b4e-e7a43f7fd987
233,Carolin,1965,\N,In: Proc. Linn. Soc. New South Wales ser. 2 89: 350,48,f5838147-94cc-4ccc-b366-db86d677db5b
234,Cav.,1787,\N,In: Diss. 3: [186],48,a2ff7faf-eed9-4eb1-80f9-db5316e32a7a
235,Hutch. & Dalziel,1927,\N,In: Fl. W. Trop. Afr. 1: 138,48,1a555e8d-a25c-4a07-8b57-5241ef171d81
236,Stephan ex Willd.,1800,\N,In: Sp. Pl. 3(1): 705,48,27643e8c-55d3-45a1-ab63-8d8c098da275
237,(Rock) H. St. John,1984,\N,In: Bull. Torrey Bot. Club 111(4): 481,48,d971c754-23bc-47d6-8c32-4f493e1c7e97
238,Fisch. ex Link,1822,\N,In: Enum. Hort. Berol. Alt. 2: 197,48,5b934117-a623-4f0f-a6d5-4f68fb0c7d11
239,Franch.,1889,\N,In: Pl. Delavay. 114,48,c601d620-091e-4a10-aa99-07d81724aab3
240,Burm. f.,1759,\N,In: Spec. Bot. Geran. 27,48,9ab79ac1-580a-41b1-b826-805acb154e4f
241,H.E. Moore,1963,\N,"In: Brittonia 15: 92, 93 fig. 1",48,ab911433-d790-4729-8f05-277425a4d13a
242,Sweet,1820,\N,"In: Geraniaceae 1, tab. 12",48,cf6eeb22-3f63-4bc0-9597-1a3f1e100ea0
243,S.F. Blake,1924,\N,In: Contr. U.S. Natl. Herb. 20(13): 526,48,3dfc34b0-014d-4067-af74-9d155f4419ba
244,A. Schenk,1840,\N,In: Pl. Spec. Schubert 39,48,680f46c6-2cf1-4665-85d1-7699693950b2
245,Progel in Mart.,1877,\N,In: Fl. Bras. 12(2): 522,48,4aaf0779-6eb5-4f77-9193-59bf3a7f8993
246,Wedd.,1861,\N,In: Chlor. Andina 2: 285,48,51698839-87c6-49e6-b6ee-01114993f8e9
247,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 191,48,e7b5b3f8-e416-4608-88a5-39716b632a2b
248,Britton,1897,\N,In: Bull. Torrey Bot. Club 24: 92,48,70b94aa3-783c-42ff-93ed-ea656284f979
249,R. Knuth,1936,\N,In: Repert. Spec. Nov. Regni Veg. 40: 216,48,7bae9650-ab73-4872-9371-f0f959a186df
250,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 30, pl. 1 fig. 2",48,aeed3f31-5bb3-49a1-bae2-c05c9ab85a4b
251,Trautv. in A.K. Becker,1882,\N,In: Bull. Soc. Imp. Naturalistes Moscou 57(1): 53,48,d2b73ae5-c73f-44ba-9ddc-6bd6d0ab7ee8
252,Aedo,2000,\N,In: Anales Jard. Bot. Madrid 58: 183,48,f2bb6610-7cbd-4eb4-b7e1-3c9de9160c06
253,Steud.,1856,\N,In: Flora 39(28): 439,48,06310ef4-66f7-4685-8cdf-f0d73f15dba1
254,(Beck) Rech. f.,1934,\N,In: Magyar Bot. Lapok 33: 28,48,ff0595dc-12aa-4748-b019-0f234c71b11f
255,Ohwi,1933,\N,In: Acta Phytotax. Geobot. 2(3): 152,48,a7b57312-05f9-4683-82d3-65a5284568b2
256,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 211, 174 fig. 2 E",48,24d57d26-5e7e-4566-815e-eb5cbd0fe99f
257,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 185, 173 fig. 1 J",48,5eabf901-4b1e-4317-a0cb-6ca9fd9f2f42
258,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 186, 173 fig. 1 F",48,876ed676-77df-4f4c-b9a2-2a74b8059aa7
259,J. Gay,1832,\N,In: Ann. Sci. Nat. (Paris) 26: 228,48,40028e3d-7201-47ab-8247-9a469346d0bb
260,Hook. f.,1845,\N,In: Fl. Antarct. 2: 251,48,685f1cf7-cf13-4ba7-857d-519f3955467a
261,R. Knuth,1923,\N,In: Repert. Spec. Nov. Regni Veg. 19: 229,48,1a109589-c7cb-491f-8c46-5b936029254d
262,E. James,1823,\N,In: Account Exped. Pittsburgh ed. Amer. 2: 3,48,c9773b81-6718-4458-8f4f-f675ed8b5441
263,Moç. & Sessé ex DC.,1824,\N,In: Prodr. 1: 640,48,6e5c95b0-571b-4519-a987-66342a08a109
264,Lange in Willk. & Lange,1878,\N,In: Prodr. Fl. Hispan. 3: 525,48,e8900859-cb6a-4d8e-b310-40afc94963c5
265,(Carolin) Aedo,2017,\N,In: Syst. Bot. Monogr. 102: 151,48,82e6e3d9-c4fd-4463-9ce6-f24e532b6e04
266,R. Knuth,1938,\N,In: Repert. Spec. Nov. Regni Veg. 45: 61,48,86f0ad13-809a-4b6e-8271-44ec040e6660
267,Boiss. & Heldr. in Boiss.,1849,\N,In: Diagn. Pl. Orient. ser. 1 8: 117,48,b1e07bd8-3e05-4547-a08b-fef45f74811a
268,Coss.,1851,\N,In: Notes Pl. Crit. 99,48,6cbbd76d-c684-4957-b894-e347c228cf72
269,"Fisch. & Trautv. in Fisch., C.A. Mey. & Trautv.",1838,\N,In: Index Sem. Hort. Petrop. 4: 37,48,c4d6e621-4a81-4584-bc8d-99b3adae89da
270,Veldkamp,1978,\N,In: Blumea 24(2): 469,48,8275f532-071b-4b6a-baa5-1c380c559c59
271,Yeo,1975,\N,In: Notes Roy. Bot. Gard. Edinburgh 34(2): 195,48,f224efc1-e01b-4ce5-98c3-e79a171d779e
272,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 70, pl. 3 fig. 15",48,4cbabf3d-7caf-4c63-b661-11a6ebde9b19
273,Pittier,1929,\N,In: J. Wash. Acad. Sci. 19: 178,48,3076333b-f54d-4ac9-907e-a07f78412fe5
274,Z.M. Tan,1986,\N,"In: Bull. Bot. Res., Harbin 6(2): 52, 61 tab. 4",48,bbd7f424-47ac-48d4-9967-696b4c7704e7
275,DC. in Lam. & DC.,1815,\N,"In: Fl. Franç. ed. 3 5: 629, in note",48,f98db805-1221-4541-98c9-2efc349ed0ac
276,Lam.,1788,\N,In: Encycl. 2: 655,48,d7a97a69-7695-4e81-abf3-496755a166a1
277,Maxim.,1880,\N,In: Bull. Acad. Imp. Sci. Saint-Pétersbourg 26: 453,48,68abf583-56af-4cde-814b-8e4e4d4cdeae
278,(Trel.) A. Heller,1898,\N,In: Bull. Torrey Bot. Club 25: 198,48,fc9403e0-aee4-4dac-b4a4-978378c696c2
279,Coss. ex Batt. in Batt. & Trab.,1888,\N,In: Fl. Algérie (Dicot.) 119,48,9123bd7f-c2c6-4a14-8433-692fdba4e689
280,Hieron.,1895,\N,"In: Bot. Jahrb. Syst. 20, Beiblatt 49: 30",48,94e3b023-eeef-4344-9239-cd8c16a7cab4
281,H.E. Moore,1951,\N,"In: Gentes Herb. 8: 255, 256 fig. 103",48,37bf87f6-e3a7-418f-b8f0-88ccd0f4e48c
282,Franch. & Sav.,1878,\N,In: Enum. Pl. Jap. 2: 306,48,c7b4e8db-3b6d-4d2f-835e-1a1717b9afff
283,"G.N. Jones, F.F. Jones",1943,\N,In: Rhodora 45: 38,48,015d1385-f457-424d-b2f5-f7c979a74405
284,Rose,1906,\N,In: Contr. U.S. Natl. Herb. 10(3): 109,48,e1978286-2c0f-49ce-8293-ddab2008eecf
285,Cav.,1787,\N,"In: Diss. 4: 216, tab. 84 fig. 2",48,96c0c940-ad37-4a7c-8640-6cd6ec4ca882
286,Standl. ex R. Knuth,1936,\N,In: Repert. Spec. Nov. Regni Veg. 40: 220,48,0a948492-0e0f-43e0-8077-1456ffa82bd4
287,R. Knuth,1936,\N,In: Repert. Spec. Nov. Regni Veg. 40: 219,48,82f66354-705d-4f67-9a29-c0a2dd0241f9
288,Ridl. in G.S. Hope,1976,\N,In: Equatorial Glaciers New Guinea 161,48,51ee109c-5499-4b20-9899-53cdfc760236
289,Mill.,1768,\N,In: Gard. Dict. ed. 8 n.° 4,48,141e9931-86f4-4273-8202-4a3e96cc573b
290,G. Don,1831,\N,In: Gen. Hist. 1: 716,48,1f2a158c-dcac-4611-8dd1-6cfbab35712f
291,Rozeira,1946,\N,In: Anais Fac. Sci. Porto 31(1): 55,48,3e6ee843-3d26-40de-80fb-ec1f1a223b1f
292,(Mill.) Dum. Cours.,1811,\N,In: Bot. Cult. ed. 2 5: 37,48,2e5a0aa0-9582-4e8c-a68a-a3846b729ea5
293,C#elak.,1875,\N,In: Prodr. F. Böhmen 3: 530,48,10801b4d-2524-4599-a91e-a28803af2be0
294,Parl.,1873,\N,In: Fl. Ital. 5: 142,48,e28c02f2-e0f4-451b-984c-5793854fe71c
295,(Mill.) G. Nicholson,1885,\N,In: Ill. Dict. Gard. 2: 64,48,43f1076c-3783-48b8-b888-b5763a995ce6
296,(Cav.) Pers.,1806,\N,In: Syn. Pl. 2: 234,48,a67181c6-6bac-4342-ac4d-c05f1592285b
297,(Cav.) Willd.,1800,\N,In: Sp. Pl. 3(1): 697,48,36fcf2b6-ab5f-437b-a171-29a10eb371ef
298,(Cav.) Dum. Cours.,1802,\N,In: Bot. Cult. 3: 6,48,a416327e-3a8f-45e0-a30a-ad0980d2a3fa
299,With.,1796,\N,In: Arr. Brit. Pl. ed. 3 3: 600,48,776b6dd5-f8cb-4884-b4a3-f6d6a809411d
300,Murr,1915,\N,In: Allg. Bot. Z. Syst. 21: 67,48,0524189f-9f08-4730-a3f5-8246786b92ab
301,(DC.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 28,48,66026463-e76d-414f-a32b-fd347def80ee
302,Chevall.,1828,\N,In: Fl. Gén. Env. Paris 2(2): 801,48,b82fec7c-0f9f-40ee-9d9c-11f267bfa7e2
303,A. Wildt,1910,\N,In: Allg. Bot. Z. Syst. 16: 19,48,754de410-a05e-4bf8-948d-822f15c5dc05
304,(A. Wildt) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 28,48,44b4f0ca-be5c-4974-8b9b-291189eb1989
305,Evers,1896,\N,In: Verh. K.K. Zool.-Bot. Ges. Wien 46: 69,48,3dbc7bb8-7aa7-41ac-b1a6-d81e457095ac
306,(Evers) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 27,48,9cfc8e77-7168-4f4e-8749-3b1b48471df7
307,"Rouy in Rouy, Foucaud",1897,\N,In: Fl. France 4: 86,48,f3e7f3e0-3c3a-40d2-a6b6-f6505a7e11f9
308,Weston,1771,\N,In: Bot. Univ. 2: 353,48,6280fad3-e840-4ba9-9510-4465392f09bd
309,(Mill.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 28,48,78429e19-e48a-4328-893b-d4d6d57ab4a6
310,Burm. f. ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 139,48,e7b612a8-0d82-49dc-ac6f-de51d474f37d
311,Font Quer,1924,\N,"In: Treb. Mus. Ci. Nat. Barcelona, Sèr. Bot. 5: 20",48,ef352141-7186-41a8-b332-eb164d16afa9
312,Hocq.,1814,\N,In: Fl. Jemmape 205,48,57ec380e-2164-40b5-a3be-b3226bf288bb
313,Maxim. ap. Syr. & Petunn. in Syr.,1907,\N,In: Ill. Fl. Mosk. Gub. 2: 326,48,77476650-b997-42f9-bda2-7211a73b1816
314,Scheppig ap. R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 139,48,3d0fd235-3789-4af9-9f93-50860d16776e
315,Rochel,1838,\N,In: Bot. Reise Banat 55,48,4c2aabaa-9b82-4042-ac30-634f547741fc
316,Petunn. in Syr. & Petunn. in Syr.,1907,\N,"In: Ill. Fl. Mosk. Gub. 2: 327, fig. [without number]",48,5c977d07-7990-4380-99e7-652d78bf1afa
317,(Evers) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 28,48,fb61bf0f-33ab-4676-8f3d-239414d23fad
318,C.E. Lundstr.,1914,\N,"In: Acta Horti Berg. 5: 76, Taf. 4 Fig. 4",48,7d48c482-dded-4f48-80da-768b37b4654f
319,Nyár.,1943,\N,In: Kolozsvár Fl. 5: 337,48,002937ba-20f8-487f-b175-f29e6dadfc49
320,Sennen,1922,\N,In: Pl. Espagne 1921-23 n.° 4253,48,b64e097c-46de-4ed0-8214-34bf15526ad2
321,Godr. in Gren. & Godr.,1847,\N,In: Fl. France 1: 302,48,669d2756-05b7-41b6-afc3-a18ece4cb999
322,Evers ex Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 28,48,98b8646f-fa60-41fa-b89d-07700b047c02
323,Cav.,1787,\N,"In: Diss. 4: 196, tab. 76 fig. 3",48,4c12de27-2293-40aa-9ac3-6f6d2ba510d7
324,Gilib.,1782,\N,In: Fl. Lit. Inch. 2: 174,48,25f36953-f5bb-42f0-9a0c-3305b330de80
325,(Rouy) A.W. Hill,1926,\N,In: Index Kew. Suppl. 6: 91,48,59ec1e50-9863-40ce-8f15-d8453dda7127
326,Z.M. Tan,1990,\N,"In: Bull. Bot. Res., Harbin 10(1): 23, tab. 1",48,63a5a6fe-b3cc-4ecb-9ebf-7a8e13937bd1
327,(R. Knuth) Yeo,1992,\N,In: Edinburgh J. Bot. 49(2): 142,48,1185c595-18cf-42bd-b909-9e1be088be13
328,R. Knuth,1923,\N,In: Repert. Spec. Nov. Regni Veg. 19: 228,48,ffe67c5a-0f9e-46a4-a7ed-eabc3df6486c
329,Z.M. Tan,1990,\N,"In: Bull. Bot. Res., Harbin 10(1): 26, tab. 2",48,1e494316-a20b-4095-89dc-63876f520634
330,Yeo,1992,\N,"In: Edinburgh J. Bot. 49(2): 150, 151 fig. 6",48,c6bf4996-31d3-4c70-bf77-d151e928366d
331,Z.M. Tan,1986,\N,"In: Bull. Bot. Res., Harbin 6(2): 55, 64 tab. 7",48,3a0a2f1b-de63-41a5-897c-612fe5a7a3b0
332,Yeo,1992,\N,"In: Edinburgh J. Bot. 49(2): 148, 149 fig. 5",48,52f0ce59-da85-46e2-b58a-05dcb6e5c133
333,Z.M. Tan,1986,\N,"In: Bull. Bot. Res., Harbin 6(2): 50, 60 tab. 3",48,72c5ac19-0f49-4188-91e1-84c819d4c488
334,Yeo,1992,\N,In: Edinburgh J. Bot. 49(2): 155,48,980dd7f7-7455-4d8e-b693-082fb190e5f1
335,R. Knuth,1923,\N,In: Repert. Spec. Nov. Regni Veg. 19: 231,48,f9b479b1-5e41-469e-8222-0ebcb3760a83
336,(Zoll. & Moritzi) Carolin in Steenis,1964,\N,In: Fl. Malesiana 6: 447,48,b2530ddf-0afb-4122-a8e2-714a88cd6e39
337,Regel,1861,\N,In: Tent. Fl.-Ussur. 41,48,2e8577f7-0469-4588-bce0-563113e24e4a
338,(Koidz.) H. Hara,1948,\N,In: J. Jap. Bot. 22: 171,48,37128d28-f608-4243-8351-fabd04b8f239
339,(Makino) H. Hara,1954,\N,In: Enum. Sperm. Jap. 3: 6,48,a12ccc8b-b279-4029-8a9b-7a2399c8c280
340,(Matsum.) Kitag.,1979,\N,In: Neo-Lin. Fl. Manshur. 419,48,ffcf31e9-69f4-400e-a2f3-d9385b7189cd
341,(Matsum.) Makino,1954,\N,In: Ill. Fl. Nippon. ed. 2 398,48,0dfb3f5d-dff6-4e91-aa75-e0006b2391e3
342,(Nakai) H. Hara,1954,\N,In: Enum. Sperm. Jap. 3: 6,48,b1af4bc9-5c11-4601-8ad4-c624b0fbe0b1
343,(Nakai) Nakai,1950,\N,In: Bull. Natl. Sci. Mus. 29: 89,48,177d3e6f-d82c-432b-9e99-89940d6aa115
344,Koidz.,1925,\N,In: Bot. Mag. (Tokyo) 39: 7,48,f270b778-5498-4cdd-8227-9a7054cf89ee
345,Makino,1926,\N,In: J. Jap. Bot. 3: 36,48,e39b513b-9efc-47dd-870b-a5caf78f61cf
346,"(De Not. ex Ces.) Ces., Pass. & Gibelli",1883,\N,In: Comp. Fl. Ital. 752,48,dda46c0e-9f74-4864-80fd-0aa33bba383b
347,(De Not. ex Ces.) Nyman,1878,\N,In: Consp. Fl. Eur. 138,48,20e70842-66e8-44df-ad68-e08763e6f86e
348,(Gasp.) P.H. Davis,1967,\N,In: Notes Roy. Bot. Gard. Edinburgh 28: 35,48,2561d37e-8335-4fa0-8151-96a8fec68237
349,(Gasp.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 53,48,134d2a65-124f-4455-bdad-b1c6004a0c96
350,Lojac.,1906,\N,In: Malpighia 20: 194,48,a0fb1b42-cb35-4384-beb8-e1ed6d60bc07
351,Vis.,1851,\N,In: Fl. Dalmat. 3: 212,48,0d9a5854-2fe6-4f78-8d77-c3b44c8e3b3c
352,Lange in Willk. & Lange,1878,\N,In: Prodr. Fl. Hispan. 3: 528,48,55d9c573-301f-45de-928f-b15aa7ba2cbb
353,Viv.,1824,\N,In: Fl. Libyc. Spec. 39,48,b5613c63-c6b7-4028-b14c-d28ca3aa2ce2
354,A. Terracc.,1890,\N,In: Malpighia 4: 202,48,73f238a0-d135-4ff2-ac08-c77f066d07c0
355,A. Terracc. ex N. Terracc.,1913,\N,In: Bull. Orto Bot. Regia Univ. Napoli 3: 123,48,70029cff-b3be-4d15-ac9a-ac7f1c0b62d1
356,Boenn. ex Rchb.,1832,\N,In: Fl. Germ. Excurs. 778,48,51cfb51a-d709-4c8e-bc53-10f39a33cd6e
357,(Boenn. ex Rchb.) Gams in Hegi,1924,\N,In: Ill. Fl. Mitt.-Eur. 4(3): 1702,48,a288da3a-a490-46b7-bc1b-d29bb628373e
358,(Kunze) Dostál,1984,\N,"In: Folia Mus. Rerum Nat. Bohemiae Occid., Bot. 21: 9",48,573091de-4da0-4bda-a096-241a3502ec27
359,(Kunze) Holmboe,1907,\N,In: Bergens Mus. Årbok 13: ???,48,fcf893ec-c090-4341-bf51-7b4bcce53f04
360,(Kunze) Soó,1972,\N,In: Acta Bot. Acad. Sci. Hung. 17: 125,48,af18968a-73cc-424a-bc51-af68a298b2e0
361,Posp.,1898,\N,In: Fl. Oesterr. Küstenl. 2: 31,48,1e47e10f-ec3d-4ae3-8f0a-927e77c87680
362,[A. Terracc.] Gortani & M. Gortani,1906,\N,In: Fl. Friulana 2: 300,48,57d1c6ab-254d-4a8a-bc03-448f770ba04c
363,A. Terrac. ex Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 52,48,06e35ddf-b9aa-479e-af2e-cf737b51fa48
364,A. Terracc.,1890,\N,"In: Malpighia 4: 199-200, 202",48,8f0fd7d8-290b-46f6-b5f2-a668b31a2ce1
365,(Ten.) Cout.,1913,\N,In: Fl. Portug. 371,48,6ac34b35-deff-4151-b84f-6769ea610edb
366,(Ten.) A. Terracc.,1890,\N,In: Malpighia 4: 202,48,9eba4623-2db2-4a1c-9527-2de08fa0f3e4
367,Ten.,1831,\N,In: Syll. Pl. Fl. Neapol. 334,48,0b5b2071-3cbc-4e52-85f8-d756263b3ee3
368,(Ten.) Nyman,1878,\N,In: Consp. Fl. Eur. 138,48,578e1c6e-3a3b-4952-a86e-685614534cdc
369,K. Malý,1904,\N,In: Verh. K.K. Zool.-Bot. Ges. Wien 54: 229,48,d4d17099-4ecc-4bed-b924-da2826da0c39
370,(K. Malý) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 52,48,81af6685-ce17-49f6-b022-24d6174bbe10
371,A. Terracc.,1890,\N,In: Malpighia 4: 198,48,5b875bba-2759-484e-9440-5d22ead38d77
372,(Ten.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 52,48,653ef72e-a0e3-4020-b4ff-7d0a2a31ee95
373,Borbás ex Hallier in W.D.J. Koch,1891,\N,In: Syn. Deut. Schweiz. Fl. 1: 454,48,ca5a0e06-40cc-416b-98fd-f56025c7870a
374,Kanitz,1863,\N,In: Linnaea 32: 569,48,e61d7cef-1361-450c-a1a6-f7bc5e475dab
375,N. Terracc. ex A. Terracc.,1890,\N,In: Malpighia 4: 198,48,e8704b22-2658-4490-817c-a231eacdf0e6
376,Gasp.,1842,\N,In: Rendiconto Accad. Sci. Soc. Borbon. Napoli 1: 49,48,f2642fcf-d361-41c4-9788-3806a41070a8
377,Chenevard,1903,\N,In: Bull. Herb. Boissier ser. 2 3: 427,48,6cb89df8-20c4-4be4-9eb7-34b525d54a99
378,Schur,1866,\N,In: Enum. Pl. Transsilv. 921,48,ba4e294d-5567-45f3-94ae-6d0d653dfbc0
379,(Boiss.) Posp.,1898,\N,In: Fl. Oesterr. Küstenl. 2: 30,48,b6d44291-b313-4ccb-b232-127d561b38a7
380,Kunze,1846,\N,In: Flora 29: 698,48,d230c588-0de3-42c5-8aeb-198dc9a2dc69
381,Ten.,1811,\N,In: Fl. Napol. 1: lxi,48,f62c8c9e-14c3-4a8e-b491-510ad05e044d
382,De Not. ex Ces.,1838,\N,In: Bibliot. Ital. Giorn. Lett. 91: 349,48,6eafff76-fbe0-46f0-a8d8-4930d65c3d3e
383,Ledeb.,1842,\N,In: Fl. Ross. 1(2): 470,48,a7f5ae7f-8b08-423a-8e8f-bcafe052f8d9
384,Ten. ex A. Terracc.,1890,\N,In: Malpighia 4: 202,48,cd398759-b39f-4628-bcf3-0dcda30d9673
385,"Regel ex Woronow in Kusn., N. Busch & Fomin",1909,\N,In: Fl. Cauc. Crit. 7(3): 66,48,a3aef8a7-201a-4cc2-aff3-99a6c2fab0be
386,Beck,1892,\N,In: Fl. Nieder-Österreich. 563,48,3c58f172-52a0-428d-81d2-86d1c5453fe8
387,(Schur) Gams in Hegi,1924,\N,In: Ill. Fl. Mitt.-Eur. 4(3): 1702,48,43412f54-ee01-4675-a1b2-c5a5b5879700
388,Schur,1877,\N,In: Verh. Naturf. Vereins Brünn 15: 161,48,16a6ccd4-da64-4a00-bf2b-4e289cf11f0a
389,(Picard) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 52,48,11df3ba7-7aa7-4e64-9e2e-3ba74056de7e
390,Picard,1837,\N,In: Mém. Soc. Agric. Boulogne-sur-Mer 1: 129,48,d65ddeea-7ba8-4160-8824-ef1bda433e05
391,R. Uechtr.,1883,\N,In: Jahresber. Schles. Ges. Vaterl. Cult. 60: 254,48,9bcd0a5d-c5e5-4336-996e-f0bd5227b145
392,(N. Terracc.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 52,48,1ec57abb-7d10-4cad-9992-39a083ef4343
393,N. Terracc.,1907,\N,In: Nuov. Giorn. Bot. Ital. ser. 2 14: 138,48,05293ce6-5763-4bf2-a898-f7c98e9ee85b
